name1,name2,C.ij.bray,E.ij.bray,ST.ij.bray,NST.ij.bray,MST.ij.bray
DY15_FDME210438613-1r,BH6_FDSW220017126-1r,0.0022139,0.261387739,0.740251103,0.322386958,0.006269773
LYG1_FDME210455382-1r,BH6_FDSW220017126-1r,0.0509648,0.37220212,0.661511692,0.073112719,0.09057931
LYG3_FDME210455384-1r,BH6_FDSW220017126-1r,0.0514917,0.361360507,0.673309336,0.110461853,0.095942533
LYG5_FDME210455386-1r,BH6_FDSW220017126-1r,0.0447771,0.341139081,0.689745733,0.162496411,0.090534376
LYG6_FDME210455387-1r,BH6_FDSW220017126-1r,0.0611544,0.384723073,0.655354754,0.053621006,0.104173182
LYG7_FDME210455388-1r,BH6_FDSW220017126-1r,0.0561311,0.381067515,0.655739887,0.054840265,0.096590236
LYG11_FDME210455392-2r,BH6_FDSW220017126-1r,0.0336085,0.252690262,0.773299163,0.427010933,0.102850916
LYG13_FDME210455394-1a,BH6_FDSW220017126-1r,0.0501873,0.348963944,0.685436251,0.148853398,0.098578078
LYG15_FDME210455396-1a,BH6_FDSW220017126-1r,0.0362046,0.177876035,0.853006732,0.679350181,0.173619608
NB1_FDME210455352-1r,BH6_FDSW220017126-1r,0.0388119,0.383557616,0.641333766,0.009233183,0.06489607
NB2_FDME210455353-1r,BH6_FDSW220017126-1r,0.0266219,0.368687747,0.648578649,0.032169126,0.046832031
NB4_FDME210455355-1r,BH6_FDSW220017126-1r,0.0348528,0.389280749,0.632773168,-0.017868068,0.056652986
NB6_FDME210455357-1r,BH6_FDSW220017126-1r,0.035131,0.392382723,0.629740698,-0.027468301,0.056382249
NB7_FDME210455358-1r,BH6_FDSW220017126-1r,0.036749,0.383173852,0.640358689,0.006146272,0.061414789
NB11_FDME210455362-1b,BH6_FDSW220017126-1r,0.0332339,0.394790806,0.626014084,-0.039266065,0.052698516
NB12_FDME210455363-1r,BH6_FDSW220017126-1r,0.0320373,0.392771894,0.627325935,-0.035112989,0.051169214
NB15_FDME210455366-1r,BH6_FDSW220017126-1r,0.0302532,0.384416151,0.634788224,-0.011488779,0.049957253
SY1_FDME210455397-2a,BH6_FDSW220017126-1r,0.0175393,0.180962874,0.83365892,0.618098627,0.080799965
SY3_FDME210455399-2a,BH6_FDSW220017126-1r,0.0581772,0.244577687,0.802085396,0.518142758,0.190790432
SY7_FDME210455403-2a,BH6_FDSW220017126-1r,0.0360027,0.268235186,0.759094257,0.382040859,0.101886122
SY9_FDME210455405-2a,BH6_FDSW220017126-1r,0.0439279,0.273100716,0.760297559,0.385850288,0.122292887
SY11_FDME210455407-1r,BH6_FDSW220017126-1r,0.0150307,0.19072912,0.82162041,0.579986958,0.064749053
