,BH2_FDSW220017122.1r,BH4_FDSW220017124.1r,BH6_FDSW220017126.1r,BH8_FDSW220017128.1r,BH10_FDSW220017130.1r,BH12_FDSW220017132.1r,BH14_FDSW220017134.1r,BH15_FDSW220017135.1r,DD1_FDSW220008388.1r,DD3_FDSW220008390.2r,DD5_FDSW220008392.2r,DD7_FDSW220008394.1r,DD9_FDSW220008396.1r,DD11_FDSW220008398.1r,DD13_FDSW220008400.2r,DD15_FDSW220008402.2r,DY2_FDME210438600.1b,DY3_FDME210438601.1r,DY6_FDME210438604.1r,DY7_FDME210438605.1r,DY10_FDME210438608.1r,DY11_FDME210438609.1r,DY13_FDME210438611.1b,DY15_FDME210438613.1r,LYG1_FDME210455382.1r,LYG3_FDME210455384.1r,LYG5_FDME210455386.1r,LYG6_FDME210455387.1r,LYG7_FDME210455388.1r,LYG11_FDME210455392.2r,LYG13_FDME210455394.1a,LYG15_FDME210455396.1a,NB1_FDME210455352.1r,NB2_FDME210455353.1r,NB4_FDME210455355.1r,NB6_FDME210455357.1r,NB7_FDME210455358.1r,NB11_FDME210455362.1b,NB12_FDME210455363.1r,NB15_FDME210455366.1r,SY1_FDME210455397.2a,SY3_FDME210455399.2a,SY7_FDME210455403.2a,SY9_FDME210455405.2a,SY11_FDME210455407.1r,SY12_FDME210455408.1r,SY13_FDME210455409.2a,SY15_FDME210455411.2a,ST1_FDME220007465.1r,ST3_L1,ST7_FDME220007471.1r,ST9_L1,ST10_L1,ST12_L1,ST13_L1,ST15_L1,WZ1_L1,WZ3_L1,WZ5_L1,WZ7_FDME210455463.1r,WZ10_L1,WZ11_L1,WZ14_L1,WZ15_FDME210455471.1r,XM2_FDME220007436.1r,XM4_FDME220007438.1r,XM6_FDME220007440.1r,XM8_FDME220007442.1r,XM10_FDME220007444.1r,XM12_FDME220007446.1r,XM14_FDME220007448.1r,XM15_FDME220007449.1r,YC1_FDME220007405.1r,YC3_FDME220007407.1r,YC5_FDME220007409.1r,YC7_FDME220007411.1a,YC9_FDME220007413.1r,YC11_FDME220007415.1r,YC13_FDME220007417.1r,YC15_FDME220007419.1r,ZH1_FDSW220008784.1r,ZH3_FDSW220008786.1r,ZH5_FDSW220008788.1r,ZH7_FDSW220008790.1r,ZH9_FDSW220008792.2r,ZH11_FDSW220008794.2r,ZH13_FDSW220008796.2r,ZH15_FDSW220008798.2r,CXD_1412_FDSW210423229.1r,CXD_1414_FDSW210423231.1r,CXD_1604_FDSW210423236.1r,CXD_1609_FDSW210423241.1r,CXD_1610_FDSW210423242.1r,CXD_1611_FDSW210423243.1r,CXD_1612_FDSW210423244.1r,CXD_1613_FDSW210423245.1r
JS_LYG_contig_20633028||full,0,0,0,0,0,0,0,0,40.38353296,19.1214887,35.72023484,34.08240095,21.6335787,39.96460198,35.68027755,44.10371453,0,0,0,0,0,0,0,0,23.62941637,50.10082993,49.42262246,38.71654146,50.41118279,90.96917823,87.31536085,60.84254223,2.119767782,0.430517722,0.119924949,0,0.565810004,0.621778037,0,0.076103006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.845552075,0,0,0,0,0.629797072,0,0,0,0.028512395,0,5.539098613,1.464375472,2.743527349,9.677661476,5.128747999,6.17204347,2.272042203,4.116681888,0,0,0,0,0,0,0,0,13.03809094,15.27669209,0,14.17494914,6.438102177,7.049509898,10.84894366,9.655951257
ZJ_NB_contig_6212426||full,0.737605531,0,0.370817884,0.651773316,0,0,0.553929354,1.480966333,3.860419385,6.972873342,6.02348789,2.617898641,2.503830936,4.541775013,4.899196976,1.831969868,0.565309396,3.667523703,0.003581823,0.071585182,1.407465349,0.160956396,0,0,9.183843696,20.49586062,9.766954445,15.99488711,5.071575921,17.01867181,9.770396933,0,54.29241463,21.88800048,64.07390034,59.34089537,58.59917381,62.08422159,49.98023794,46.02835667,0,0,0,0,0,0,0,0,8.799929183,9.053819687,4.041979016,8.353362822,4.084846611,2.434569248,5.694657845,8.129249398,43.15245119,41.82244595,48.32826753,40.2695346,48.35230692,52.28299425,52.94961728,28.8109683,12.83301457,18.49889209,15.74497538,17.22773755,16.62968979,23.04819595,11.36544695,16.58436336,32.42183332,26.5922111,28.30549389,32.65477051,28.53919324,21.77411903,23.90103461,29.8650589,0.306059222,2.056824346,0,1.492887809,0.730687716,1.174669023,1.400080287,1.654172421,16.43185404,12.63871291,23.92697683,15.18131792,18.50392258,13.80437214,17.62573103,22.10870809
FJ_XM_contig_26936145||full,0.029899666,0,0.611333857,0,0.368524546,0.089934616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.268667307,0.157762653,0,0.144772525,0,1.320701366,0,4.190944914,7.337096409,1.34038598,4.578359482,2.341976224,0.214282962,0.360014934,0.782856295,0,0,0,0,0,0,0,0,4.728931748,8.471108019,3.617856727,6.202835483,8.83839061,5.169831729,5.576775846,8.643936027,0,0,0,0,0,0,0,0,0,0.507228352,0.255080182,0.013968228,0.2417148,0,0,0,0,0,0,0,0,0,0,0
JS_LYG_contig_3280239||full,0,0,0,0,0,0,0,0,0.706127815,0,1.412051247,1.548200381,1.631217821,1.354489006,0.50674092,2.360727578,0,0,0,0,0,0,0,0,4.986536837,2.554375515,9.379712199,3.6881125,7.604471276,2.286577041,5.609077669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656435282,0,0.292599168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.043787576,6.437200487,0.548300457,8.176186218,1.353539917,3.982717697,1.511088318,4.324500198
ZJ_WZ_contig_15112568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.550374268,1.695422294,5.68652137,11.27255992,8.731168978,9.827241179,7.631383747,7.975352592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.89072983,17.34981962,18.39280227,21.65048396,8.527918116,43.40079014,16.87863832,27.96341362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZJ_WZ_contig_26687689||full,0,0,0,0,0,0,0,0,0,0,0.359762582,0.076378262,0.849413864,0,0,0,0,2.012888861,0,0,0.579911184,0,0,0,14.39223767,6.715203219,10.96486373,21.48775328,28.46070055,3.958736802,18.68567162,1.321827495,20.27701902,7.094741997,17.98281051,18.14196369,17.92363812,17.3723638,15.78463332,20.06916423,0,0,0,0,0,0,0,0,0,1.177921729,0.080562048,0,0,0,0.485574448,0,35.74182121,34.90148909,34.44962337,28.7028978,40.35674933,33.61429559,34.87757883,28.95765437,5.585394209,2.889728187,2.38591873,2.579730832,4.845712429,2.871149726,2.475019489,3.048245298,23.73353843,19.13653927,20.80202072,23.33820138,24.38161896,25.94313239,23.76082858,22.36932993,0,0,0,0,0,0,0,0,15.35988139,25.06907513,11.14215238,9.113046821,35.20802737,30.99272464,27.96051322,29.82479321
GX_BH_contig_14792948||full,4.217369809,8.541811636,7.387910505,10.40891425,4.045250894,16.98879359,12.44333139,11.73364307,0,0,0.012581918,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169387443,0,0.148433967,0.409000329,0,0,0,0,0.103633426,0,0.009372474,0.199402875,0.199635349,0.420662796,0.011011718,0,0,0,0,0,0,0,0,0,0,0.90180197,0.69439226,0.88598334,0.079521935,0.895010995,0.197729065,0.482516266,0.287808157,0.256465846,0,0,0.041428302,0,0.027956732,0.101116204,0.092539865,0.711173455,0.154705379,0.209467342,0.679060561,0,0.137409242,1.132238234,0,0,0,0.086741051,0.027769373,0,0.081346977,0.082204932,0,0,0,0,0,0,0,0,0,0.008435339,0.339807356,0.180727376,0,0.244804546,0.142688724,0.247261862
LN_DD_contig_23137089||0_partial.1,0,0,0,0,0,0,0,0,10.83672457,22.85878566,11.95735995,14.15839794,19.17259112,26.91796033,11.61813792,24.1336526,0,5.893757935,0,0,0,0,0,0,15.26835982,10.32811661,3.366613799,14.68190681,11.52671147,1.584676672,14.2168365,0,0,0,0,0.016095239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179711794,0,0,0,0,0,0,0,0,0,0.113081789,0,0,0,0,0,0,0,0,0,0,0,4.552558463,3.100099699,1.806022574,0.616305304,2.167073665,3.847681903,2.88333073,0.68680736,0,0.044451323,0,0.157817776,0.056164741,0,0,0,0.494949213,0.790067421,4.164209598,4.450363307,0,0.814930996,0.691010143,0.28474776
GD_ZH_contig_18617916||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.93847229,36.738257,35.93668141,35.76023694,44.34812287,53.21058003,52.25104318,39.39758047,0,0,0,0,0,0,0,0
GD_ST_contig_25350532||full,2.055539619,2.968758017,21.32150224,14.42173869,14.99889144,14.31858574,11.01699085,10.18360544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.974771154,0,0,0.69398742,0,0.001830493,0.804762516,0,0,0,0,0,0,0,0,0,0,1.058693573,0.353872385,0,0,0.008565533,1.16132813,0.63478547,16.99795927,10.03375631,10.2026332,11.13228681,2.249613898,2.026293156,5.237970045,4.703877574,0,0,0,0,0,0,0,0,5.089051543,15.83584704,28.24574647,16.3047177,8.187240787,13.05694088,8.618478682,12.36801502,0.191869808,0,0,0,0.066827114,0,0,0,0,1.789338136,0.077031685,1.711167315,2.53985764,1.095410901,1.906817888,2.329911439,0,0,0,0,0,0,0,0
LN_DD_contig_17941455||full_1,1.812120591,0,0,0,0.627246499,0,0.743435125,0.438891252,11.80354921,7.194756627,11.43023739,6.174086828,8.579406168,3.61362651,6.644514735,9.785270693,0,0,0,0,0,0,0,0,0,0,0,0,0.314524678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.541468874,0.593173944,0,0.355837684,0,0,1.243631313,0,0,0,0,0,0,0,0,0,0.031037123,2.245677179,2.658736447,0,0.432384908,0.66013402,0,0,0,0,0,0,0,0,0,0,0.401840481,0,0,0,0,0,0,0,0,0,0,0.52992089,0,0.30312189,0
GD_ZH_contig_1438835||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008729525,1.557517952,1.063508451,1.645164479,1.367776252,0.616451471,1.104044093,1.264221666,0,0,0,0,0,0,0.214420893,0,6.203057552,6.719290976,4.710071296,7.453734884,4.668724904,9.253491514,5.458016047,3.807211143,0,0,0,0,0,0,0,0,5.164758676,17.91235862,3.357866964,8.630613747,13.7584074,5.9599802,6.428642737,2.500823118,0.184767517,0.085775139,0.3467892,1.380891641,0,0.373665704,0,0.411028071
ZJ_WZ_contig_16639325||full,0.282221094,0.278258173,0.085048489,0,0,0,0,0,0,0,0.210051961,0.069491253,0.475093811,0.135326704,0.314531686,0,0,0,0,0,0,0,0,0,0.766311002,1.503236308,0.049768729,0.735258147,0.950220441,0.050157452,0,0,5.912546642,3.563968164,8.918010906,6.663884625,7.715030687,8.492973971,8.041835362,7.424634496,0,0,0,0,0,0,0,0,2.379986998,2.283416987,2.93375523,1.605530154,0.768690729,0.048237829,1.631116202,1.042492561,8.242043693,7.945379466,9.549307101,13.61309514,15.47137565,15.98049823,15.76835844,2.270024694,6.558949107,6.185573721,3.884900774,4.259252529,4.491929635,5.015916176,5.510132491,4.704232085,2.608625163,1.781688678,1.546507079,2.21156407,1.147521323,2.819086879,1.444373956,1.356804608,0.224533722,1.817450432,0,1.238435976,1.402182049,0.41381634,0.632294013,1.342278074,2.142033539,0.732216026,0.157586028,0.612039306,1.112364881,1.146603741,0.44620685,1.16757784
ZJ_WZ_contig_14915991||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.820886599,0,0,1.575808761,1.010144147,1.834168225,1.973700792,1.672757836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.10991752,13.28653591,16.12786221,8.85999608,11.44843891,14.96580697,16.01096481,4.86882003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376903133,0.187090518,0,0,1.187424629,1.046097728,0.473412896,0.517918503
GX_BH_contig_30402579||full,4.752327201,6.146944779,7.574205501,6.196226016,10.32950793,5.260898425,7.844103239,4.563103533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769354065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_contig_11271761||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.738930928,4.398366826,2.608094523,7.549577516,1.482727742,3.876587814,6.126555707,20.51542029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZJ_NB_contig_3453610||full,14.58308425,12.3347629,15.74533725,13.0089322,11.23755824,16.83153897,14.43338663,12.39994495,5.012296295,5.857315938,6.568135271,4.314429997,7.055559337,3.830149274,7.442275672,2.490830451,5.279939245,14.36482368,2.819330921,0.311735857,3.317792494,3.74053764,0.297699687,0.807648796,38.337067,50.78310027,39.89712872,48.53299717,19.57282295,38.5434544,34.79412279,18.06293857,35.23805117,14.78797268,41.79539335,47.39587565,41.98124943,40.3549696,29.59343136,26.42527527,0.107707264,0.098301681,0.006737224,0,0,0,0,0.169230352,58.95292514,59.92178957,30.37668642,45.32833452,23.07538465,22.845307,43.407065,35.60095399,29.11167828,24.65592458,30.78228894,48.69124623,36.44945851,36.50813007,32.82625067,16.47326348,54.57007421,62.36950133,62.82874326,65.42010675,52.63765277,63.02714481,52.28747168,50.31662451,35.55850809,22.18626412,30.18561115,29.04493181,26.73245059,28.06751477,37.96041987,26.14465799,32.55638596,25.89846882,21.98136386,29.44412367,22.99900137,23.6481964,23.28862783,23.49367951,28.20181175,29.86264401,69.71428941,46.40992962,36.96146288,38.52979267,33.69850928,28.33130041
HN_SY_contig_21017619||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.06880253,21.2317266,17.21302077,17.27804249,10.96833865,8.814534924,23.09212025,47.68453506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZJ_NB_contig_24223444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.894151733,3.095607395,7.290973822,7.599368402,7.154177332,12.65411427,12.71598811,16.386423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.181113147,3.873335591,4.703207677,3.975369123,1.620121896,2.282801128,2.587917713,1.278698893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZJ_NB_contig_3305153||0_partial,0,0,0,0,0,0,0,0,7.51222798,7.375449127,14.24125258,11.1730318,12.75813962,11.70158343,9.217634522,9.654384617,0,0,0,0,0,0,0,0,14.29602302,27.84498413,20.18065507,18.56298974,17.76808172,29.02004364,9.870492812,1.551018876,22.35711599,10.22336494,20.79358771,19.29306099,20.83872905,19.77889725,14.73570142,11.03296746,0,0,0,0,0,0,0,0,1.406551906,0.88765342,1.086539061,0.732964635,0.615645845,0,0.36616517,1.3291626,40.53703991,37.68451782,36.95544788,21.81179821,39.34551865,43.59879024,47.77715127,38.11944528,8.346338332,11.41968266,11.46864978,13.67595525,9.4272194,7.53146146,11.71444453,7.320245258,7.194618976,5.936347562,7.660374154,6.75257859,10.16653527,11.13583184,10.31316166,10.47776509,0,0,0,0,0,0,0,0,50.04764212,41.09791285,17.89666198,17.62833567,27.17448307,31.12417381,22.41380687,29.4095525
JS_LYG_contig_6371335||full,0,0,0,0,0,0,0,0,7.60357221,4.360887334,1.776960479,1.331625141,3.724374349,2.709961095,5.138506838,4.157592493,0,0,0,0,0,0,0,0,6.111164862,14.4857561,11.09451728,8.305487095,10.60235025,19.05908413,0,0,0.979342711,1.177266184,3.000711259,2.033552353,0.635085494,1.317402297,1.910881563,1.783539947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.638241774,0.054123966,0.610274461,0.746693178,1.560822976,0.929159463,0.912241404,0.501801074,0,0,0,0,0,0,0,0,3.959720433,6.725564826,6.256300851,4.519666943,6.525201162,5.488394589,3.538858509,4.158075564,0,0,0,0,0,0,0,0,23.05983426,13.8696865,3.167454976,10.07675644,20.40326795,19.31446044,18.67242411,14.69118495
SD_DY_contig_13049017||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.496673626,0,0,1.045377203,1.708220258,36.06841355,0,0.209997254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_contig_10567270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.982250124,0,41.9059157,0.378511339,0,2.554590535,231.7264935,4.384201234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JS_LYG_contig_14097458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.06315589,28.84616426,0,4.058380984,0.334197375,1.218709912,0.288114657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.491398376,6.004024268,4.758962728,4.158097144,1.651171979,3.617844525,1.182737471,1.200549131
ZJ_WZ_contig_25074972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.453800128,10.59855646,15.40152968,14.9929139,4.655647781,4.296957904,6.457141211,5.575533742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GD_ST_contig_10511888||full,5.188768907,2.40041592,2.756722866,2.542985349,3.984011408,2.353972558,6.737801405,2.205294063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.773151707,10.60290873,4.868401273,7.455955826,1.271217143,2.142682809,5.421104766,8.03104633,0,0,0,0,0,0,0,0,0,0,0.278495561,0,0.457160724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023356511,0,0.118327235,0.472247056,0.411547494,0,0,0,0,0,0,0,0,0
GD_ZH_contig_16010148||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.289509761,0.916992461,1.950218519,0.567763822,1.72996352,1.276809823,0.828022888,0.702547011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.25822332,13.35031791,20.70656722,15.27154951,15.68007157,14.53775579,18.37950035,13.10016828,0,0,0,0,0,0,0,0
JS_YC_contig_27856636||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514211365,0,0,0,4.765878495,1.689546444,2.951946818,3.359978859,3.110976048,4.444497342,3.645897194,4.539724412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.087083227,3.72889467,6.05084561,2.412351823,3.05948612,2.295974317,4.993634823,0.428650744,0,0,0,0,0,0,0,0,17.06701866,12.0371426,15.48040517,18.45513298,15.98845318,22.11258758,20.95922152,21.85229848,0,0,0,0,0,0,0,0,2.600673238,1.261071345,0,0.19158004,7.085514,3.874038893,5.234578368,6.726454266
GX_BH_contig_955980,23.09195169,25.36125311,11.8951285,18.61183365,9.984113252,12.57585935,14.84582269,18.64418842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_QD_contig_21316961||full,0.882359263,0.371478591,0.299744837,0.554465312,0,1.177796081,1.042070868,1.28272895,0.251858265,0,0,0,0,0.142269312,0.951169649,0,0,0,0,0,0,0,0,0,6.145530388,9.219779384,9.80310575,9.308733062,4.510799156,6.60805731,4.343973089,0,0.763746981,0,1.377117926,1.115400033,0.915882967,1.359779605,1.559026098,0.528141595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.396563727,4.213645323,4.616428992,1.903051947,3.714722692,3.985021501,4.878488196,5.282260834,1.363612267,1.32261129,1.311379524,0.588510188,1.501523173,1.668802201,1.137128892,0.814360602,1.67149039,1.579096112,0.986594942,0.209638804,0.778420396,2.050860148,1.647160275,1.239455774,0,0,0,0.085623629,0,0,0,0,6.444019361,14.49804511,0.137151581,8.757298062,14.82385883,14.4537864,11.08707543,14.29659832
GX_BH_contig_18869635,4.214900615,6.330129974,6.392968657,10.85880964,3.264114997,12.04655267,9.697127358,5.472063827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052236313,0.338449423,0.496872263,0.080854459,0.198477925,0.511469006,0.625860348,0.167048947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZJ_WZ_contig_2860405||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536956217,0,0.455902613,0.242380854,0.003564684,0,0,1.561466093,0.094554073,0.786956996,2.945703374,1.831521894,1.763117784,1.915540927,2.183685294,0,0,0,0,0,0,0,0,1.81959143,0,0,0.176114662,0,0,0,0,4.309018635,4.759144721,6.592877794,23.17677508,8.275423116,9.111793689,7.12997696,11.82519177,2.161033345,0.402621186,1.390241613,0.780059718,1.710925819,4.851180267,1.036866226,2.553494683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.827686927,4.026162834,0,0,4.532592061,3.929726677,4.761931589,3.411728727
FJ_XM_contig_70131||full,7.298275282,6.275589693,6.071098604,6.749391221,9.594260894,7.720512599,8.268259167,8.723790506,0.905888304,3.045703568,1.345764853,1.277647688,0.62578727,1.538192875,1.206856542,3.064918942,0,0,0,0,0,0,0,0,1.709395832,4.209863738,1.951466746,7.922627748,1.153095547,0.465639901,4.067850643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.684248918,2.92299392,1.77675612,1.762319388,0.963108521,0.708767123,2.445923029,0.551412156,0,0,0,0,0,0,0,0,9.529913265,8.585624012,5.413013357,5.992935742,10.21451198,13.8583597,4.604714063,10.28548755,0,0,0,0,0,0,0,0,0.716339079,0.756995041,1.054768,0.658728571,1.396810695,0.395735757,0.771487827,0.991626157,0,0,0,0,0,0,0,0
JS_YC_contig_1535247||full,0,0,0,0,0,0,0,0,17.8138421,25.75895158,12.61950586,12.4909544,21.46329727,27.52446796,21.81694295,15.40345035,0,0,0,0,0,0,0,0,11.50572693,4.801284763,3.78408995,21.73918577,23.25600666,4.960311298,18.22097175,13.39106489,7.267534625,6.515178055,4.988687558,4.444827118,7.604106242,2.643820275,3.3666001,0.731576259,0,0,0,0,0,0,0,0,3.732955108,15.04847472,2.863941345,6.860205401,0.112464625,0,0.888499388,0.187870395,3.5257992,2.193763521,6.411805323,2.440187819,7.630802965,3.623446072,6.695571477,1.016183129,6.090117548,6.966623908,17.8836526,24.9666873,8.060227559,12.37644303,8.518709629,9.965756898,6.019625954,9.524597234,7.331917852,2.836193091,6.096113713,6.366822374,4.069935542,4.65221617,0,0,0,0.100430728,0,0.137947121,0,0,31.37261367,15.90648357,10.30107569,13.5581523,25.83662651,24.59977771,23.95087078,19.19986547
ZJ_WZ_contig_12059393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255418027,0,0,0,1.336504384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.68242484,3.790757341,5.482096839,10.63287325,6.186996824,8.726265157,4.072674856,8.768334089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_QD_contig_24843703,0,0,0,0,0,0,0,0,1.748526664,1.528104735,1.587895026,1.674520079,1.950707371,0.783593704,2.269937228,0.888850318,0.071458387,2.553560022,0,0,0,0.25038549,0,0,28.59249947,17.02679396,28.08575751,21.07847816,21.74278759,37.83855639,43.64972178,15.62676848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367773292,0,0,0,0,0,0,0,0,0,0,0,0.850453709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.2076049,136.4513484,165.3910199,127.2197421,175.5941204,170.9702239,131.4100595,155.5717867
JS_LYG_contig_22606389||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.61424633,7.851783814,11.00957112,4.966603239,1.933641684,8.333796943,9.019463061,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602976811,0.199939516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LN_DD_contig_15552809,0,0,0,0,0,0,0,0,7.160968727,1.207301059,5.037261456,0.777261685,0.530321763,0.859819407,5.796162054,2.362459228,0,2.965383423,0,0,0,0,0,0,11.25377786,6.590916322,13.23134431,7.337334123,8.372501437,20.46168974,23.67165769,15.05257737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393854589,0,0,0,0,0,0,0,0,0,0,31.0715159,39.0888356,54.33946116,33.29112033,61.48845701,41.6253546,43.51018111,49.70589058
