host,BH2_FDSW220017122-1r,BH4_FDSW220017124-1r,BH6_FDSW220017126-1r,BH8_FDSW220017128-1r,BH10_FDSW220017130-1r,BH12_FDSW220017132-1r,BH14_FDSW220017134-1r,BH15_FDSW220017135-1r,DD1_FDSW220008388-1r,DD3_FDSW220008390-2r,DD5_FDSW220008392-2r,DD7_FDSW220008394-1r,DD9_FDSW220008396-1r,DD11_FDSW220008398-1r,DD13_FDSW220008400-2r,DD15_FDSW220008402-2r,DY2_FDME210438600-1b,DY3_FDME210438601-1r,DY6_FDME210438604-1r,DY7_FDME210438605-1r,DY10_FDME210438608-1r,DY11_FDME210438609-1r,DY13_FDME210438611-1b,DY15_FDME210438613-1r,LYG1_FDME210455382-1r,LYG3_FDME210455384-1r,LYG5_FDME210455386-1r,LYG6_FDME210455387-1r,LYG7_FDME210455388-1r,LYG11_FDME210455392-2r,LYG13_FDME210455394-1a,LYG15_FDME210455396-1a,NB1_FDME210455352-1r,NB2_FDME210455353-1r,NB4_FDME210455355-1r,NB6_FDME210455357-1r,NB7_FDME210455358-1r,NB11_FDME210455362-1b,NB12_FDME210455363-1r,NB15_FDME210455366-1r,SY1_FDME210455397-2a,SY3_FDME210455399-2a,SY7_FDME210455403-2a,SY9_FDME210455405-2a,SY11_FDME210455407-1r,SY12_FDME210455408-1r,SY13_FDME210455409-2a,SY15_FDME210455411-2a,ST1_FDME220007465-1r,ST3_L1,ST7_FDME220007471-1r,ST9_L1,ST10_L1,ST12_L1,ST13_L1,ST15_L1,WZ1_L1,WZ3_L1,WZ5_L1,WZ7_FDME210455463-1r,WZ10_L1,WZ11_L1,WZ14_L1,WZ15_FDME210455471-1r,XM2_FDME220007436-1r,XM4_FDME220007438-1r,XM6_FDME220007440-1r,XM8_FDME220007442-1r,XM10_FDME220007444-1r,XM12_FDME220007446-1r,XM14_FDME220007448-1r,XM15_FDME220007449-1r,YC1_FDME220007405-1r,YC3_FDME220007407-1r,YC5_FDME220007409-1r,YC7_FDME220007411-1a,YC9_FDME220007413-1r,YC11_FDME220007415-1r,YC13_FDME220007417-1r,YC15_FDME220007419-1r,ZH1_FDSW220008784-1r,ZH3_FDSW220008786-1r,ZH5_FDSW220008788-1r,ZH7_FDSW220008790-1r,ZH9_FDSW220008792-2r,ZH11_FDSW220008794-2r,ZH13_FDSW220008796-2r,ZH15_FDSW220008798-2r,CXD_1412_FDSW210423229-1r,CXD_1414_FDSW210423231-1r,CXD_1604_FDSW210423236-1r,CXD_1609_FDSW210423241-1r,CXD_1610_FDSW210423242-1r,CXD_1611_FDSW210423243-1r,CXD_1612_FDSW210423244-1r,CXD_1613_FDSW210423245-1r
SD_QD_bin_155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50263633,8.481130384,0,98.38215003,0.903988451,3.146361966,1.700314813,1.799741224
SD_QD_bin_157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.607659596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.37208693,14.50260811,0,0,0,0
SD_QD_bin_160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053360291,0.093375765,0,0,9.115107964,10.88924412,10.79531931,6.287793201
SD_QD_bin_163,0.999671426,1.169973416,0.072085317,0.260498837,2.268140192,0.723343775,3.310229234,2.954586264,7.375215569,9.194880427,16.84655225,10.48954305,11.11549889,9.238470483,6.94567326,8.902829975,0,0,0,0,0,0,0,0,81.15143655,118.1802546,93.17299781,57.75549779,50.03711583,113.5623204,48.1217042,30.63090196,20.2174429,8.631594173,17.47187379,19.48807084,21.46700749,18.54150988,17.3493338,16.0215975,1.064674163,0.582101034,1.663501225,0.245479264,0.291819268,0.0769114,0.816043756,0.025664483,7.147452254,8.240686937,5.536065984,6.901511491,4.589928604,3.02874397,3.817430783,4.260606983,51.27809909,49.97617388,62.08864081,51.64005758,59.28290193,65.41323177,62.16884987,37.91804485,29.62286597,35.9232001,31.07661172,32.66962077,32.00128831,24.8307079,43.17832724,31.44148371,6.348431925,5.170745777,5.297663647,4.837619824,5.660307885,7.497545552,5.719424745,5.633165743,0,0.076699895,0,0,0,0,0,0,73.6124206,96.65998609,23.29141797,50.93281551,50.83290139,51.78789911,46.19206796,51.07505123
SD_QD_bin_17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308423389,0.065018014,0,0,0,0,0,0,0,0,0,0,0,0,0,53.97788933,21.91706293,51.68319114,49.35742208,6.517617094,16.94278743,25.25182682,27.19766435
SD_QD_bin_178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.103367222,0,0,0,0,0,0,3.099761466,2.290263868,0.772205653,6.804032891,3.257754855,0.306102822,4.419145158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68581239,4.678063511,10.03054481,12.93373833,6.532816338,3.252814951,5.891300856,4.962794496,5.40866232,4.722741794,4.450372756,4.009239954,2.745753846,5.241111596,4.043024453,3.488377886,0,0,0,0,0,0,0,0,9.363849491,13.14179637,44.56983419,41.77245856,2.335326673,4.299823424,4.813101522,3.977487849
SD_QD_bin_181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.891564656,0.678273263,3.064335484,2.292477821,2.300815331,2.837091418,1.866746873,1.477520716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672703568,0.773840391,1.623594508,2.638163484,0.71098379,0.754569544,0.782945341,5.124944769,0,0,0,0,0,0,0,0,1.847841632,1.935698402,2.850186394,2.699083961,4.16006505,3.428686567,3.796528286,3.473982546,0,0,0,0,0,0,0,0,4.242868836,3.522478401,11.22579935,4.799907576,6.981320262,7.139178658,5.575485775,4.951765447
SD_QD_bin_183,0,0,0,0,0,0,0,0,30.59636624,15.34361423,17.56673981,13.73588988,21.76871738,21.67748854,26.06232831,16.19859224,0,0,0,0,0,0,0,0,2.829191012,1.508703005,2.173486206,12.55286879,8.892853252,0.089748999,1.531851527,0,2.569594755,0.868970033,3.224134185,2.956312984,3.164622962,4.159910161,3.373901533,2.788361958,0,0,0,0,0,0,0,0,2.361392398,4.898312094,1.352300258,2.375895037,0.127626115,0,0.881288503,1.211872969,0.941010609,0.651074914,1.011141627,0.519376668,1.451961605,1.100955143,1.13790386,0.060467147,0.673160997,0.907385196,3.11951169,1.525340262,1.341322799,2.092735159,0.535496001,2.037884648,13.7584279,11.69992441,12.84993829,10.56164068,11.59888649,14.83601137,13.49320093,11.35725512,0,0,0,0,0,0,0,0,12.11279142,14.52031112,5.697067843,4.983666278,25.99921634,21.76214883,21.55503216,20.39884366
SD_QD_bin_194,0,0,0,0,0,0,0,0,0,0.140472694,0,0,0,0.034093215,0,0.187960107,0,0,0,0,0,0,0,0,0.251131894,0.446461302,0.543513085,1.250259411,5.538783533,0.215380546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.662099706,1.135303454,2.168805066,1.287190291,1.502336151,1.770994158,1.920747294,1.303301264,0,0,0,0,0,0,0,0,13.11784239,7.905754491,0.537908981,1.644729772,6.05033261,5.026086761,4.633681051,4.774330935
SD_QD_bin_196,0,0,0,0,0,0,0,0,0,0.050940679,0.13232018,0,0,0,0,0.021935013,0,0,0,0,0,0,0,0,15.33648286,23.39674475,23.55260967,9.318472033,6.274612273,45.35929369,3.999305107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374470533,0,0,0,0,0,0.245252263,0.196715568,0.296723648,0,0.63294649,0.736256437,0.454657016,0.119967659,0.349295529,0.421052748,0.939150418,0.678333674,0.808472995,0.12816948,0.681771717,0.515702244,1.047036893,0.795359298,0.733566136,0.601489022,0.727326796,1.695074982,0.653732107,0.701046902,0,0,0,0,0,0,0,0,4.519752102,7.840093715,0.338825459,33.69197376,0.4667555,1.935627235,1.624715725,1.417314664
SD_QD_bin_197,0,0,0,0,0,0,0,0,0.323565306,0.66224718,0.463802568,0.127709328,0.28129832,0.130962833,0,0.119588381,0,0,0,0,0,0,0,0,6.077673547,12.57604843,6.0607766,9.22779691,6.570849716,6.806398088,0,0,0,0,0,0,0,0.070206635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.305804066,1.375445308,1.627023058,1.135924669,1.104276962,1.4408505,1.324235018,0.311593948,0,0.135736979,0,0.210829138,0.29632651,0.221435764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.462286805,7.933603475,7.051068621,9.898587632,10.6406802,10.47529815,11.58999654,7.937151855
SD_QD_bin_204,0.037515434,0.278843387,0.088167621,0,0,0.351233972,0.931906941,0.875170232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.801725575,4.733010832,5.026791612,5.965074733,6.661199039,2.651061192,6.393523159,0,0.851017137,0,0.429922977,0.834243705,0.685017598,1.294813726,1.404953902,1.087651791,0,0,0,0,0,0,0,0,4.271710678,2.123666225,1.619286203,1.413431211,1.690820948,0.841211151,1.495187814,0.839576596,10.98489957,9.31246112,10.69427586,2.577634086,14.68186606,9.348247091,9.664676879,7.189150964,17.27165654,11.35282671,8.431752061,9.84653595,10.8766698,12.53574917,9.866171933,12.49965488,0.897180347,0.63717551,0.587524508,0.652124176,0.609729805,0.777053526,0.806748813,1.016035946,0,0.903650668,0.163547654,0.670178488,0.595289555,0.42570955,0.437538223,0.83474435,16.62857032,31.29213533,1.774758616,11.26258048,31.21714791,27.53438757,25.20698889,26.68161094
SD_QD_bin_209,0,0,0,0,0,0,0,0,29.80135618,0,11.89643871,2.85241552,2.80019085,0.365289683,1.049914832,0,0,0,0,0,0,0,0,0,0,0,0.044888747,5.333964412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.010747287,0,1.174633716,2.52944556,1.3572567,1.536718649,2.380688227,0,0,0,0,24.65353302,27.24644429,27.1024723,17.33033007
SD_QD_bin_21,0,0,0,0,0,0,0,0,8.144185312,35.73152078,13.54104785,71.32597278,34.10351096,36.75109073,11.41186509,34.70635671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.205863161,0.671609962,0,29.02556793,0,0.790675664,1.701491274,0.848371944
SD_QD_bin_214,0,0,0.11757708,0,0,0,0,0,27.44611952,27.20153754,23.03146244,24.45116785,26.09299349,28.23328155,26.07943825,23.87507582,0,0.755088565,0,0,0,0,0,0,7.260036154,13.9039301,10.08818109,14.78511416,12.55794047,11.81271433,0.287524958,0,2.339166345,0.844993989,2.381979527,2.060296448,2.982104666,2.48861384,1.309661801,1.488658842,0,0,0,0,0,0,0,0,0,0.906873913,0,0.678906155,0,0,0.023770099,0,5.669837233,6.514327183,7.734717125,8.202974169,4.079630263,5.01783714,5.127301752,6.035364837,1.101781313,2.984774568,2.837996659,3.699052015,3.155453635,3.232374573,2.894440574,1.886464048,0.583339544,0.509239454,0.801735115,0.382428904,1.225596273,0.869863967,1.010966189,0.707546641,0,0,0,0,0,0,0,0,14.600112,8.955653084,32.86863346,16.98321609,14.97818008,15.30839267,16.33604471,11.91798593
SD_QD_bin_216,0,0,0,0,0,0,0,0,3.944229828,3.49001377,1.680949971,3.087888393,0.905366421,8.203678736,7.924231742,10.83932798,0,0.246132576,0,0,0,0,0,0,3.443975341,0,1.242983793,8.836250495,19.43612322,0,5.210649139,0.034384351,6.37293746,1.462682188,3.086443769,4.268685748,5.031170912,3.730674573,4.029651193,2.110182889,0,0,0,0,0,0,0,0,0.905914065,0.920512948,0.212912749,0.073272136,0,0,0,0,20.46927709,8.622177964,6.204923645,11.42875133,10.36655653,11.40127834,9.183184046,7.260946875,0.803908999,0.633581621,1.031871431,1.648792337,1.299059215,1.245167567,0.423142653,1.60438545,2.327885498,3.466111552,6.479664254,8.385583497,6.934333519,2.82586176,3.126558444,3.989433208,0,0,0,0,0,0,0,0,6.814600391,23.46846829,0.067917365,8.793178047,38.48488373,17.06530324,18.39096227,29.74229691
SD_QD_bin_218,0,0,0,0,0,0,0,0,100.4487393,54.57653844,50.63566562,65.80198116,66.0148434,58.10031562,80.66999777,53.20389534,0,0,0,0,0,0,0,0,4.522854633,2.715817317,6.365440415,25.72642821,24.17220782,0.526805871,9.34346968,0,0,0,0.091504888,0.027357537,0,0.091433351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8486074,9.293073819,9.371792869,9.245077399,8.898666652,12.34032546,11.88052805,8.564080755,0,0,0,0,0,0,0,0,40.45331012,31.81359967,20.35954825,12.84290352,48.19567976,42.50003381,33.72925767,42.30278066
SD_QD_bin_220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.50704286,2.064298477,0,0,0,0
SD_QD_bin_222,0,0,0,0,0,0,0,0,6.577544799,2.737014149,2.197139706,3.821201031,4.786555366,2.80884281,4.448757511,0.805798802,0,0,0,0,0,0,0,0,0,0,1.079324598,5.833957339,4.735098388,0,0,0,0,0,0.125841367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.636858937,2.270318801,2.662394827,1.864632511,3.791018833,2.677939635,2.498339371,2.436082872,0,0,0,0,0,0,0,0,15.78221376,3.223609312,2.634745766,0.429610055,10.68872562,10.51383025,7.785953156,11.98602583
SD_QD_bin_226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.587343065,0.865759771,0.409562402,1.777125121,2.956186418,0.813650302,1.502096271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.013587605,2.419101884,2.484398163,2.445685264,1.1033294,3.372548997,1.546341988,2.194825676,0,0,0,0,0,0,0,0,7.727215954,10.1752057,9.190431961,96.29590397,1.528568076,4.194441856,4.784385709,3.446505603
SD_QD_bin_227,0,0,0,0,0,0,0,0,29.32647282,35.22548189,16.3932197,22.18570083,25.66137711,32.53434241,38.41825534,32.515178,0,0,0,0,0,0,0,0,10.8301923,8.5081728,11.21071182,37.84488388,31.88520424,10.6718757,17.93998228,9.989075714,11.7325037,5.219651791,12.9742834,10.81947996,11.42106684,6.328336839,4.734409325,2.814329301,0,0,0,0,0,0,0,0,6.058258602,16.1632477,4.139033984,6.639019305,1.228306488,0,0.937170365,3.104691068,8.191194291,5.395316847,9.647232338,4.73423999,10.75712361,7.326258617,8.204032564,4.513179269,6.461628841,12.03769041,26.16473462,25.70874124,11.09128489,15.14285138,7.557712809,12.01945405,7.87352562,7.895258939,10.29397657,6.009326177,7.799208799,7.553376824,9.429936552,6.432583326,0,0.71982963,0,0.955008104,0.560287463,0.332918168,0.248893641,0.315910901,33.8485661,24.55525917,16.02117562,14.65732265,33.27311648,29.11118388,29.23308744,27.18124721
SD_QD_bin_23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522457863,0,0.043921762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.423882541,0.157756643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168702501,0.687896751,200.9669631,2.727602148,0.212239742,0.003910551,0.196097121,0
SD_QD_bin_233,0,0,0,0,0,0,0,0,102.5015658,140.5019786,84.6485735,209.0896562,146.4679159,99.93203585,135.2846834,118.4839192,0,0,0,0,0,0,0,0,17.30059667,38.64503745,33.33969677,28.34299194,47.16107904,57.34180329,25.95434271,9.164784803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31681106,1.068994369,1.073890091,0.875695176,1.194112786,2.307632756,1.261633987,1.182953812,0,0,0,0,0,0,0,0,66.25266699,20.45333665,7.65515879,11.0007698,19.84895232,18.38887109,15.3419869,22.49872623
SD_QD_bin_236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.230932779,0,0,0.054152788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.700916767,1.185257002,1.192090401,71.33662012,0,1.050678609,1.01682961,0.372689427
SD_QD_bin_237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23579788,0.575852694,0.789020075,30.83532388,0,1.098864375,0.701637034,0.317082302
SD_QD_bin_241,29.90190667,26.14288767,23.79825535,22.40437369,29.63353072,13.74552218,12.97340579,18.03640791,7.017032821,6.902147511,17.29974477,7.702684468,10.41185007,8.613782315,6.00337392,7.461709109,0,0,0,0,0,0,0,0,42.53664135,41.16402538,30.28552967,28.23978459,17.24737718,18.82222711,17.65979047,0.03363836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26179177,10.79630391,9.303825054,23.48981814,9.701846851,5.5008138,7.261659311,7.260500442,0,0,0,0,0,0,0,0,5.898067834,8.515125449,7.025857219,7.196138816,5.855842081,6.479880505,12.95523737,7.648351797,0,0,0,0,0,0,0,0,5.487211334,8.22272828,3.883560339,5.416110887,7.007360374,5.750071489,5.68893712,6.722496339,35.68920848,21.06650237,24.54746412,18.78033073,11.34886964,24.25806199,23.06668082,27.57644937
SD_QD_bin_243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.030336747,1.030345067,0,0,0,2.966620083,0.715920511,3.489725808,3.686546573,3.172306093,3.093467738,2.835413087,2.004676024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423194703,0.453759394,1.342609457,0.091143148,0.610213337,0.359589952,0.538260595,0.695478082,0,0,0,0,0,0,0,0,2.118318802,1.532774729,1.234333193,1.163604753,1.338556607,2.702880612,1.684653637,1.222417282,0,0,0,0,0,0,0,0,6.693333242,6.171757371,1.422608418,0.693120811,9.334331902,7.970629213,7.109552724,7.257995606
SD_QD_bin_25,0.919263093,1.077074764,0.348356381,0,1.340878423,0.139171574,0.929123969,0.92532338,0,0,0,0,0,0,0,0,0,0.542064021,0,0,0,0,0,0,6.407082785,4.132906615,4.203371361,7.421045146,5.310463833,3.132451046,1.380324548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.167094808,2.027666414,3.36707049,3.995130273,2.351695212,0.82365461,2.092026949,1.431132045,0.996569719,0.40632419,0.396554774,0.216794743,0.300874804,0.721177844,0.596985187,0.239172374,0,0,0,0,0,0,0,0,5.971125345,7.746827648,7.430298995,15.62920538,0.855881894,1.74807638,1.505056047,1.112713516
SD_QD_bin_250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.485478717,4.051460227,0.660748918,59.16549727,1.021065005,3.606319542,2.449771513,1.608711833
SD_QD_bin_251,0,0,0,0,0,0,0,0,3.119039438,0,1.711824803,0.721144288,1.006504514,0.460154252,1.60359718,0.024637069,0,0,0,0,0,0,0,0,0,0,0.449478699,2.346830615,3.228335123,0,0.700567479,0,5.918301697,3.166855085,11.07845901,8.97675062,7.04782983,7.223801632,7.815421148,5.478082093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.832731535,0.965595081,1.093209196,1.199530505,2.544999574,1.760917494,1.059083463,1.9221039,0,0,0,0,0,0,0,0,8.263629141,9.564564522,11.88743205,10.37779105,10.31681348,11.2044267,8.613061089,9.456517155,0,0,0,0,0,0,0,0,2.697922525,2.347841312,0,0,15.82690371,12.81241585,11.45672507,12.51809311
SD_QD_bin_255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969976769,0.935594711,12.66533689,47.49447523,0.982496195,2.157412055,0.746530941,0.928771797
SD_QD_bin_258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.05520109,0,0,0,0,0
SD_QD_bin_271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061231547,0.725528172,1.312818408,0,0,0,1.55166718,0,0.583716802,1.05668136,0.786493435,1.483859187,2.309142022,1.295163185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.971245151,3.755719407,6.459756182,0.424848105,5.994129865,3.035324805,6.37697596,6.506541962,0,0,0,0,0,0,0,0,0.849080687,1.020245156,0.541958992,1.812855408,0.839668971,0.577921154,1.03293978,2.267793478,0,0,0,0,0,0,0,0,3.794404407,18.07130633,0,0.948997876,36.66657296,24.90722226,23.67261921,27.49993046
SD_QD_bin_272,0,0,0,0,0,0,0,0,0.348725582,0.316610063,0.516274313,0,0.218348861,0.282586053,0.124439963,0.24252045,0,0,0,0,0.106922554,0,0,0,6.087971597,11.4207786,12.19667556,6.197540721,7.174606899,13.12519123,0.345536974,0,17.24882377,8.230819972,18.37428761,18.82569796,19.28562687,23.1914013,21.69811488,21.58896756,0,0,0,0,0,0,0,0,1.895479561,3.676630207,0.813183559,1.594578173,0.667950823,0.515038318,1.812743396,0.995652717,29.92128815,26.78776924,31.1799531,19.38966403,28.94939763,23.30916224,29.60422408,18.12141261,2.940138602,3.735136157,3.015825705,2.384087671,3.969758523,3.837192699,1.991195943,3.269187375,24.94497997,25.95797221,33.28278396,29.34227162,32.65002128,26.96013421,24.30227635,29.24685643,0,0,0,0,0,0,0,0,25.05542663,35.18838644,6.46642494,29.81351434,43.76918343,38.20567361,45.23457634,32.07255592
SD_QD_bin_275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.871336594,4.087008997,33.72190096,82.61768407,1.756762082,4.669571682,4.298630829,2.240295921
SD_QD_bin_276,3.049981201,4.119256331,5.991368226,7.604706906,4.004067994,7.110590626,6.854821419,6.9753588,0,0,0,0,0,0,0,0,0,4.218999542,0,0,0,0,0,0,6.506421906,14.10712114,4.884038828,6.215003105,4.142914038,5.513873495,2.354478882,0,4.623811095,1.223388236,3.933881999,4.593186105,5.039524631,5.631173543,4.915070289,4.679461918,0,0,0,0,0,0,0,0,13.58894384,9.09591987,6.978308348,5.118640072,17.54602614,18.41514106,11.02030217,7.528984897,15.69451449,14.12126587,16.90961985,12.07022146,19.61981079,23.29393068,16.47193457,11.49268633,30.83121689,16.74723201,8.685051947,12.15735694,20.8337929,27.02554691,12.9446014,14.29015706,1.661370716,1.222322066,1.334346731,1.662125889,1.54637074,1.790944614,1.677137519,1.909766635,4.501244474,9.424836953,5.231707178,5.232293873,6.509108358,5.539226025,5.542237373,5.980295198,9.212336782,13.40048911,7.219153208,7.327433747,19.32601059,16.29835119,16.40221798,14.34314173
SD_QD_bin_277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.502883571,7.637498643,4.841214649,1.811745875,1.530880971,4.353657501,0,0,0.087755711,0,0.021653522,0.007813446,0.091198243,0.348372603,0.204202908,0.264015397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.412347517,2.054398389,2.110223447,2.195053057,2.881909021,3.272219544,2.745420386,0.606052961,0,0,0,0,0,0,0,0,0.347761384,0.152071478,0.256888781,0.047968662,0.337138813,0.305734363,0.464917471,0.308626722,0,0,0,0,0,0,0,0,5.550512739,7.021805244,0,0,6.452617885,5.186329592,6.06902871,5.185130508
SD_QD_bin_33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.79693164,4.176792858,10.00632499,12.13382646,13.90489188,11.82895029,10.96995391,8.582486549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.45364902,9.426993731,9.673023012,7.903932704,14.07132511,12.19552953,11.86079684,4.24060038,0,0.409423214,0,0,0.293327,0.229422202,0,0.1379768,7.975621938,6.483295965,6.575646093,5.543575132,6.641781571,8.276443112,7.260539273,7.046829656,0,0,0,0,0,0,0,0,3.359008123,4.613335762,0,0,12.98848678,11.43388533,9.469768508,10.52412309
